docId	N	ni	tf	(1+N/ni)	idf	word	tfidf
88	243.0	1.0	3.0	244,000000	5,497168	characters	16,491505
88	243.0	1.0	2.0	244,000000	5,497168	s_0	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	floating	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	65536	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	interpret	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	strings	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	string	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	base	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	s_n	10,994336
88	243.0	1.0	2.0	244,000000	5,497168	s_1	10,994336
88	243.0	133.0	8.0	2,827068	1,039240	the	8,313920
88	243.0	19.0	3.0	13,789474	2,623906	we	7,871717
88	243.0	6.0	2.0	41,500000	3,725693	point	7,451387
88	243.0	9.0	2.0	28,000000	3,332205	then	6,664409
88	243.0	9.0	2.0	28,000000	3,332205	values	6,664409
88	243.0	11.0	2.0	23,090909	3,139439	sqoop	6,278878
88	243.0	13.0	2.0	19,692308	2,980228	into	5,960456
88	243.0	1.0	1.0	244,000000	5,497168	s_2	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	low	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	points	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	digits	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	except	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	unicode	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	looked	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	textsplitter.javasince	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	maps	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	establish	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	org	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	interesting	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	mapped	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	src	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	bigdecimalsplitter	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	16	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	bigdecimal	5,497168
88	243.0	1.0	1.0	244,000000	5,497168	numeric	5,497168
88	243.0	18.0	2.0	14,500000	2,674149	as	5,348297
88	243.0	2.0	1.0	122,500000	4,808111	resulting	4,808111
88	243.0	2.0	1.0	122,500000	4,808111	0	4,808111
88	243.0	2.0	1.0	122,500000	4,808111	containing	4,808111
88	243.0	2.0	1.0	122,500000	4,808111	db	4,808111
88	243.0	2.0	1.0	122,500000	4,808111	high	4,808111
88	243.0	2.0	1.0	122,500000	4,808111	s	4,808111
88	243.0	3.0	1.0	82,000000	4,406719	algorithm	4,406719
88	243.0	3.0	1.0	82,000000	4,406719	here	4,406719
88	243.0	3.0	1.0	82,000000	4,406719	given	4,406719
88	243.0	4.0	1.0	61,750000	4,123094	apache	4,123094
88	243.0	4.0	1.0	61,750000	4,123094	split	4,123094
88	243.0	4.0	1.0	61,750000	4,123094	having	4,123094
88	243.0	4.0	1.0	61,750000	4,123094	source	4,123094
88	243.0	5.0	1.0	49,600000	3,903991	number	3,903991
88	243.0	5.0	1.0	49,600000	3,903991	java	3,903991
88	243.0	5.0	1.0	49,600000	3,903991	non	3,903991
88	243.0	5.0	1.0	49,600000	3,903991	fields	3,903991
88	243.0	6.0	1.0	41,500000	3,725693	first	3,725693
88	243.0	6.0	1.0	41,500000	3,725693	even	3,725693
88	243.0	6.0	1.0	41,500000	3,725693	following	3,725693
88	243.0	8.0	1.0	31,375000	3,446011	back	3,446011
88	243.0	8.0	1.0	31,375000	3,446011	mapreduce	3,446011
88	243.0	54.0	2.0	5,500000	1,704748	and	3,409496
88	243.0	9.0	1.0	28,000000	3,332205	them	3,332205
88	243.0	9.0	1.0	28,000000	3,332205	map	3,332205
88	243.0	11.0	1.0	23,090909	3,139439	at	3,139439
88	243.0	12.0	1.0	21,250000	3,056357	2	3,056357
88	243.0	17.0	1.0	15,294118	2,727468	using	2,727468
88	243.0	86.0	2.0	3,825581	1,341710	in	2,683421
88	243.0	101.0	2.0	3,405941	1,225521	to	2,451042
88	243.0	24.0	1.0	11,125000	2,409195	from	2,409195
88	243.0	26.0	1.0	10,346154	2,336615	use	2,336615
88	243.0	29.0	1.0	9,379310	2,238506	there	2,238506
88	243.0	30.0	1.0	9,100000	2,208274	an	2,208274
88	243.0	34.0	1.0	8,147059	2,097657	are	2,097657
88	243.0	47.0	1.0	6,170213	1,819733	it	1,819733
88	243.0	56.0	1.0	5,339286	1,675092	for	1,675092
88	243.0	70.0	1.0	4,471429	1,497708	of	1,497708
88	243.0	73.0	1.0	4,328767	1,465283	i	1,465283
88	243.0	99.0	1.0	3,454545	1,239691	is	1,239691
88	243.0	119.0	1.0	3,042017	1,112521	a	1,112521
